iter	Passed	Remaining
449	41451	4450	41452	4451	42453	4452	42454	4453	42455	4454	42456	4455	42457	4456	42458	4457	42459	4458	42460	4459	42461	4460	42462	4461	42463	4462	42464	4463	42465	4464	42466	4465	42467	4466	42468	4467	42469	4468	42470	4469	42471	4470	42472	4471	42473	4472	42474	4473	42475	4474	42476	4475	42477	4476	42478	4477	42479	4478	42480	4479	42481	424	15
482	424	14
483	426	14
484	427	13
485	428	12
486	429	11
487	430	10
488	431	9
489	434	8
490	435	7
491	435	7
492	436	6
493	436	5
494	437	4
495	437	3
496	438	2
497	438	1
498	439	0
499	439	0
440	0
499	440	0

491	548	8
492	548	7
493	548	6
494	549	5
495	549	4
496	550	3
497	550	2
498	551	1
499	551	0
1004	31
485	1004	28
486	1005	26
487	1005	24
488	1005	22
489	1006	20
490	1006	18
491	1007	16
492	1007	14
493	1008	12
494	1008	10
495	1008	8
496	1009	6
497	1009	4
498	1010	2
499	1010	0
