iter	RMSE
449	0.1723231142
450	0.1722455395
451	0.1721619092
452	0.172057137
453	0.1719993738
454	0.1719553177
455	0.1718429304
456	0.1717410952
457	0.1716069919
458	0.1715331804
459	0.1714287353
460	0.1713591132
461	0.1712797206
462	0.1711836969
463	0.1711162838
464	0.1709989146
465	0.1709245882
466	0.1708397463
467	0.1707384128
468	0.170659273
469	0.1705831422
470	0.1704500172
471	0.1703495452
472	0.1702813083
473	0.1701657929
474	0.1700532029
475	0.169960591
476	0.1698896956
477	0.1698364125
478	0.1697681876
479	0.1697142449
480	0.169626214
481	0.1695663884
482	0.1695025003
483	0.1694094336
484	0.1693637377
485	0.1693037309
486	0.1692118179
487	0.1691354457
488	0.1690496606
489	0.1689795381
490	0.168897019
491	0.1687851388
492	0.1686721393
493	0.1686177655
494	0.1685358613
495	0.1683995002
496	0.1683282375
497	0.1682597536
498	0.1682221817
499	0.1681312446
8059687
