date,keyword,interest
2017-10-08,beleza saude,19
2017-10-15,beleza saude,15
2017-10-22,beleza saude,23
2017-10-29,beleza saude,21
2017-11-05,beleza saude,20
2017-11-12,beleza saude,22
2017-11-19,beleza saude,18
2017-11-26,beleza saude,17
2017-12-03,beleza saude,20
2017-12-10,beleza saude,19
2017-12-17,beleza saude,13
2017-12-24,beleza saude,8
2017-12-31,beleza saude,10
2018-01-07,beleza saude,23
2018-01-14,beleza saude,17
2018-01-21,beleza saude,14
2018-01-28,beleza saude,9
2018-02-04,beleza saude,16
2018-02-11,beleza saude,14
2018-02-18,beleza saude,16
2018-02-25,beleza saude,18
2018-03-04,beleza saude,22
2018-03-11,beleza saude,21
2018-03-18,beleza saude,19
2018-03-25,beleza saude,18
2018-04-01,beleza saude,18
2018-04-08,beleza saude,17
2018-04-15,beleza saude,20
2018-04-22,beleza saude,22
2018-04-29,beleza saude,20
2018-05-06,beleza saude,20
2018-05-13,beleza saude,17
2018-05-20,beleza saude,18
2018-05-27,beleza saude,14
2018-06-03,beleza saude,23
2018-06-10,beleza saude,21
2018-06-17,beleza saude,17
2018-06-24,beleza saude,14
2018-07-01,beleza saude,16
2018-07-08,beleza saude,12
2018-07-15,beleza saude,19
2018-07-22,beleza saude,20
2018-07-29,beleza saude,18
2018-08-05,beleza saude,19
2018-08-12,beleza saude,19
2018-08-19,beleza saude,21
2018-08-26,beleza saude,18
2018-09-02,beleza saude,25
2018-09-09,beleza saude,16
2018-09-16,beleza saude,26
2018-09-23,beleza saude,21
2018-09-30,beleza saude,18
2018-10-07,beleza saude,14
2018-10-14,beleza saude,16
2018-10-21,beleza saude,20
2018-10-28,beleza saude,15
2018-11-04,beleza saude,21
2018-11-11,beleza saude,18
2018-11-18,beleza saude,19
2018-11-25,beleza saude,19
2018-12-02,beleza saude,20
2018-12-09,beleza saude,13
2018-12-16,beleza saude,11
2018-12-23,beleza saude,11
2018-12-30,beleza saude,10
2015-12-27,malas acessorios,0
2016-01-03,malas acessorios,0
2016-01-10,malas acessorios,0
2016-01-17,malas acessorios,0
2016-01-24,malas acessorios,5
2016-01-31,malas acessorios,0
2016-02-07,malas acessorios,0
2016-02-14,malas acessorios,0
2016-02-21,malas acessorios,0
2016-02-28,malas acessorios,0
2016-03-06,malas acessorios,0
2016-03-13,malas acessorios,5
2016-03-20,malas acessorios,0
2016-03-27,malas acessorios,0
2016-04-03,malas acessorios,0
2016-04-10,malas acessorios,0
2016-04-17,malas acessorios,0
2016-04-24,malas acessorios,0
2016-05-01,malas acessorios,0
2016-05-08,malas acessorios,0
2016-05-15,malas acessorios,0
2016-05-22,malas acessorios,0
2016-05-29,malas acessorios,0
2016-06-05,malas acessorios,0
2016-06-12,malas acessorios,0
2016-06-19,malas acessorios,0
2016-06-26,malas acessorios,0
2016-07-03,malas acessorios,0
2016-07-10,malas acessorios,0
2016-07-17,malas acessorios,0
2016-07-24,malas acessorios,0
2016-07-31,malas acessorios,0
2016-08-07,malas acessorios,0
2016-08-14,malas acessorios,0
2016-08-21,malas acessorios,0
2016-08-28,malas acessorios,0
2016-09-04,malas acessorios,0
2016-09-11,malas acessorios,0
2016-09-18,malas acessorios,0
2016-09-25,malas acessorios,0
2016-10-02,malas acessorios,0
2016-10-09,malas acessorios,0
2016-10-16,malas acessorios,0
2016-10-23,malas acessorios,0
2016-10-30,malas acessorios,0
2016-11-06,malas acessorios,0
2016-11-13,malas acessorios,0
2016-11-20,malas acessorios,0
2016-11-27,malas acessorios,0
2016-12-04,malas acessorios,0
2016-12-11,malas acessorios,0
2016-12-18,malas acessorios,0
2016-12-25,malas acessorios,0
2017-01-01,malas acessorios,7
2017-01-08,malas acessorios,0
2017-01-15,malas acessorios,0
2017-01-22,malas acessorios,4
2017-01-29,malas acessorios,5
2017-02-05,malas acessorios,0
2017-02-12,malas acessorios,0
2017-02-19,malas acessorios,0
2017-02-26,malas acessorios,0
2017-03-05,malas acessorios,0
2017-03-12,malas acessorios,0
2017-03-19,malas acessorios,0
2017-03-26,malas acessorios,0
2017-04-02,malas acessorios,0
2017-04-09,malas acessorios,0
2017-04-16,malas acessorios,0
2017-04-23,malas acessorios,0
2017-04-30,malas acessorios,7
2017-05-07,malas acessorios,0
2017-05-14,malas acessorios,0
2017-05-21,malas acessorios,0
2017-05-28,malas acessorios,0
2017-06-04,malas acessorios,0
2017-06-11,malas acessorios,0
2017-06-18,malas acessorios,0
2017-06-25,malas acessorios,0
2017-07-02,malas acessorios,0
2017-07-09,malas acessorios,0
2017-07-16,malas acessorios,0
2017-07-23,malas acessorios,4
2017-07-30,malas acessorios,0
2017-08-06,malas acessorios,0
2017-08-13,malas acessorios,0
2017-08-20,malas acessorios,0
2017-08-27,malas acessorios,5
2017-09-03,malas acessorios,0
2017-09-10,malas acessorios,4
2017-09-17,malas acessorios,0
2017-09-24,malas acessorios,0
2017-10-01,malas acessorios,0
2017-10-08,malas acessorios,0
2017-10-15,malas acessorios,0
2017-10-22,malas acessorios,4
2017-10-29,malas acessorios,0
2017-11-05,malas acessorios,4
2017-11-12,malas acessorios,0
2017-11-19,malas acessorios,5
2017-11-26,malas acessorios,0
2017-12-03,malas acessorios,0
2017-12-10,malas acessorios,0
2017-12-17,malas acessorios,5
2017-12-24,malas acessorios,0
2017-12-31,malas acessorios,0
2018-01-07,malas acessorios,0
2018-01-14,malas acessorios,0
2018-01-21,malas acessorios,0
2018-01-28,malas acessorios,5
2018-02-04,malas acessorios,0
2018-02-11,malas acessorios,0
2018-02-18,malas acessorios,0
2018-02-25,malas acessorios,0
2018-03-04,malas acessorios,4
2018-03-11,malas acessorios,0
2018-03-18,malas acessorios,0
2018-03-25,malas acessorios,0
2018-04-01,malas acessorios,0
2018-04-08,malas acessorios,0
2018-04-15,malas acessorios,0
2018-04-22,malas acessorios,0
2018-04-29,malas acessorios,0
2018-05-06,malas acessorios,0
2018-05-13,malas acessorios,0
2018-05-20,malas acessorios,0
2018-05-27,malas acessorios,0
2018-06-03,malas acessorios,0
2018-06-10,malas acessorios,0
2018-06-17,malas acessorios,0
2018-06-24,malas acessorios,0
2018-07-01,malas acessorios,0
2018-07-08,malas acessorios,0
2018-07-15,malas acessorios,0
2018-07-22,malas acessorios,0
2018-07-29,malas acessorios,0
2018-08-05,malas acessorios,0
2018-08-12,malas acessorios,0
2018-08-19,malas acessorios,0
2018-08-26,malas acessorios,0
2018-09-02,malas acessorios,0
2018-09-09,malas acessorios,0
2018-09-16,malas acessorios,0
2018-09-23,malas acessorios,0
2018-09-30,malas acessorios,0
2018-10-07,malas acessorios,0
2018-10-14,malas acessorios,0
2018-10-21,malas acessorios,0
2018-10-28,malas acessorios,0
2018-11-04,malas acessorios,0
2018-11-11,malas acessorios,0
2018-11-18,malas acessorios,4
2018-11-25,malas acessorios,4
2018-12-02,malas acessorios,0
2018-12-09,malas acessorios,0
2018-12-16,malas acessorios,0
2018-12-23,malas acessorios,0
2018-12-30,malas acessorios,0
2015-12-27,ferramentas jardim,0
2016-01-03,ferramentas jardim,0
2016-01-10,ferramentas jardim,0
2016-01-17,ferramentas jardim,0
2016-01-24,ferramentas jardim,0
2016-01-31,ferramentas jardim,0
2016-02-07,ferramentas jardim,0
2016-02-14,ferramentas jardim,0
2016-02-21,ferramentas jardim,0
2016-02-28,ferramentas jardim,0
2016-03-06,ferramentas jardim,0
2016-03-13,ferramentas jardim,0
2016-03-20,ferramentas jardim,0
2016-03-27,ferramentas jardim,0
2016-04-03,ferramentas jardim,0
2016-04-10,ferramentas jardim,0
2016-04-17,ferramentas jardim,0
2016-04-24,ferramentas jardim,0
2016-05-01,ferramentas jardim,0
2016-05-08,ferramentas jardim,0
2016-05-15,ferramentas jardim,0
2016-05-22,ferramentas jardim,0
2016-05-29,ferramentas jardim,0
2016-06-05,ferramentas jardim,0
2016-06-12,ferramentas jardim,0
2016-06-19,ferramentas jardim,0
2016-06-26,ferramentas jardim,0
2016-07-03,ferramentas jardim,0
2016-07-10,ferramentas jardim,0
2016-07-17,ferramentas jardim,0
2016-07-24,ferramentas jardim,0
2016-07-31,ferramentas jardim,0
2016-08-07,ferramentas jardim,0
2016-08-14,ferramentas jardim,0
2016-08-21,ferramentas jardim,0
2016-08-28,ferramentas jardim,0
2016-09-04,ferramentas jardim,0
2016-09-11,ferramentas jardim,0
2016-09-18,ferramentas jardim,0
2016-09-25,ferramentas jardim,0
2016-10-02,ferramentas jardim,0
2016-10-09,ferramentas jardim,0
2016-10-16,ferramentas jardim,0
2016-10-23,ferramentas jardim,0
2016-10-30,ferramentas jardim,0
2016-11-06,ferramentas jardim,0
2016-11-13,ferramentas jardim,0
2016-11-20,ferramentas jardim,0
2016-11-27,ferramentas jardim,0
2016-12-04,ferramentas jardim,0
2016-12-11,ferramentas jardim,0
2016-12-18,ferramentas jardim,0
2016-12-25,ferramentas jardim,0
2017-01-01,ferramentas jardim,0
2017-01-08,ferramentas jardim,0
2017-01-15,ferramentas jardim,0
2017-01-22,ferramentas jardim,0
2017-01-29,ferramentas jardim,0
2017-02-05,ferramentas jardim,0
2017-02-12,ferramentas jardim,0
2017-02-19,ferramentas jardim,0
2017-02-26,ferramentas jardim,0
2017-03-05,ferramentas jardim,0
2017-03-12,ferramentas jardim,0
2017-03-19,ferramentas jardim,0
2017-03-26,ferramentas jardim,0
2017-04-02,ferramentas jardim,0
2017-04-09,ferramentas jardim,0
2017-04-16,ferramentas jardim,0
2017-04-23,ferramentas jardim,0
2017-04-30,ferramentas jardim,0
2017-05-07,ferramentas jardim,0
2017-05-14,ferramentas jardim,0
2017-05-21,ferramentas jardim,0
2017-05-28,ferramentas jardim,0
2017-06-04,ferramentas jardim,0
2017-06-11,ferramentas jardim,0
2017-06-18,ferramentas jardim,0
2017-06-25,ferramentas jardim,0
2017-07-02,ferramentas jardim,0
2017-07-09,ferramentas jardim,0
2017-07-16,ferramentas jardim,0
2017-07-23,ferramentas jardim,0
2017-07-30,ferramentas jardim,0
2017-08-06,ferramentas jardim,0
2017-08-13,ferramentas jardim,0
2017-08-20,ferramentas jardim,0
2017-08-27,ferramentas jardim,0
2017-09-03,ferramentas jardim,0
2017-09-10,ferramentas jardim,0
2017-09-17,ferramentas jardim,0
2017-09-24,ferramentas jardim,0
2017-10-01,ferramentas jardim,0
2017-10-08,ferramentas jardim,0
2017-10-15,ferramentas jardim,0
2017-10-22,ferramentas jardim,0
2017-10-29,ferramentas jardim,0
2017-11-05,ferramentas jardim,0
2017-11-12,ferramentas jardim,0
2017-11-19,ferramentas jardim,0
2017-11-26,ferramentas jardim,0
2017-12-03,ferramentas jardim,0
2017-12-10,ferramentas jardim,0
2017-12-17,ferramentas jardim,0
2017-12-24,ferramentas jardim,0
2017-12-31,ferramentas jardim,0
2018-01-07,ferramentas jardim,0
2018-01-14,ferramentas jardim,0
2018-01-21,ferramentas jardim,0
2018-01-28,ferramentas jardim,0
2018-02-04,ferramentas jardim,0
2018-02-11,ferramentas jardim,0
2018-02-18,ferramentas jardim,0
2018-02-25,ferramentas jardim,0
2018-03-04,ferramentas jardim,0
2018-03-11,ferramentas jardim,0
2018-03-18,ferramentas jardim,0
2018-03-25,ferramentas jardim,0
2018-04-01,ferramentas jardim,0
2018-04-08,ferramentas jardim,0
2018-04-15,ferramentas jardim,0
2018-04-22,ferramentas jardim,0
2018-04-29,ferramentas jardim,0
2018-05-06,ferramentas jardim,0
2018-05-13,ferramentas jardim,0
2018-05-20,ferramentas jardim,0
2018-05-27,ferramentas jardim,0
2018-06-03,ferramentas jardim,0
2018-06-10,ferramentas jardim,0
2018-06-17,ferramentas jardim,0
2018-06-24,ferramentas jardim,0
2018-07-01,ferramentas jardim,0
2018-07-08,ferramentas jardim,0
2018-07-15,ferramentas jardim,0
2018-07-22,ferramentas jardim,0
2018-07-29,ferramentas jardim,0
2018-08-05,ferramentas jardim,0
2018-08-12,ferramentas jardim,0
2018-08-19,ferramentas jardim,0
2018-08-26,ferramentas jardim,0
2018-09-02,ferramentas jardim,0
2018-09-09,ferramentas jardim,0
2018-09-16,ferramentas jardim,0
2018-09-23,ferramentas jardim,0
2018-09-30,ferramentas jardim,0
2018-10-07,ferramentas jardim,0
2018-10-14,ferramentas jardim,0
2018-10-21,ferramentas jardim,0
2018-10-28,ferramentas jardim,0
2018-11-04,ferramentas jardim,0
2018-11-11,ferramentas jardim,0
2018-11-18,ferramentas jardim,0
2018-11-25,ferramentas jardim,0
2018-12-02,ferramentas jardim,0
2018-12-09,ferramentas jardim,0
2018-12-16,ferramentas jardim,0
2018-12-23,ferramentas jardim,0
2018-12-30,ferramentas jardim,0
2015-12-27,moveis escritorio,3
2016-01-03,moveis escritorio,6
2016-01-10,moveis escritorio,6
2016-01-17,moveis escritorio,7
2016-01-24,moveis escritorio,7
2016-01-31,moveis escritorio,6
2016-02-07,moveis escritorio,6
2016-02-14,moveis escritorio,6
2016-02-21,moveis escritorio,7
2016-02-28,moveis escritorio,6
2016-03-06,moveis escritorio,6
2016-03-13,moveis escritorio,6
2016-03-20,moveis escritorio,5
2016-03-27,moveis escritorio,6
2016-04-03,moveis escritorio,7
2016-04-10,moveis escritorio,6
2016-04-17,moveis escritorio,6
2016-04-24,moveis escritorio,5
2016-05-01,moveis escritorio,6
2016-05-08,moveis escritorio,6
2016-05-15,moveis escritorio,6
2016-05-22,moveis escritorio,5
2016-05-29,moveis escritorio,6
2016-06-05,moveis escritorio,6
2016-06-12,moveis escritorio,5
2016-06-19,moveis escritorio,6
2016-06-26,moveis escritorio,6
2016-07-03,moveis escritorio,6
2016-07-10,moveis escritorio,6
2016-07-17,moveis escritorio,6
2016-07-24,moveis escritorio,6
2016-07-31,moveis escritorio,6
2016-08-07,moveis escritorio,5
2016-08-14,moveis escritorio,5
2016-08-21,moveis escritorio,6
2016-08-28,moveis escritorio,6
2016-09-04,moveis escritorio,5
2016-09-11,moveis escritorio,5
2016-09-18,moveis escritorio,5
2016-09-25,moveis escritorio,5
2016-10-02,moveis escritorio,5
2016-10-09,moveis escritorio,5
2016-10-16,moveis escritorio,6
2016-10-23,moveis escritorio,6
2016-10-30,moveis escritorio,5
2016-11-06,moveis escritorio,5
2016-11-13,moveis escritorio,5
2016-11-20,moveis escritorio,5
2016-11-27,moveis escritorio,5
2016-12-04,moveis escritorio,4
2016-12-11,moveis escritorio,5
2016-12-18,moveis escritorio,5
2016-12-25,moveis escritorio,4
2017-01-01,moveis escritorio,7
2017-01-08,moveis escritorio,6
2017-01-15,moveis escritorio,7
2017-01-22,moveis escritorio,7
2017-01-29,moveis escritorio,7
2017-02-05,moveis escritorio,7
2017-02-12,moveis escritorio,7
2017-02-19,moveis escritorio,5
2017-02-26,moveis escritorio,6
2017-03-05,moveis escritorio,6
2017-03-12,moveis escritorio,6
2017-03-19,moveis escritorio,7
2017-03-26,moveis escritorio,7
2017-04-02,moveis escritorio,7
2017-04-09,moveis escritorio,6
2017-04-16,moveis escritorio,5
2017-04-23,moveis escritorio,6
2017-04-30,moveis escritorio,6
2017-05-07,moveis escritorio,6
2017-05-14,moveis escritorio,6
2017-05-21,moveis escritorio,7
2017-05-28,moveis escritorio,6
2017-06-04,moveis escritorio,6
2017-06-11,moveis escritorio,6
2017-06-18,moveis escritorio,6
2017-06-25,moveis escritorio,6
2017-07-02,moveis escritorio,6
2017-07-09,moveis escritorio,6
2017-07-16,moveis escritorio,7
2017-07-23,moveis escritorio,6
2017-07-30,moveis escritorio,7
2017-08-06,moveis escritorio,6
2017-08-13,moveis escritorio,6
2017-08-20,moveis escritorio,6
2017-08-27,moveis escritorio,6
2017-09-03,moveis escritorio,5
2017-09-10,moveis escritorio,6
2017-09-17,moveis escritorio,6
2017-09-24,moveis escritorio,6
2017-10-01,moveis escritorio,6
2017-10-08,moveis escritorio,5
2017-10-15,moveis escritorio,5
2017-10-22,moveis escritorio,5
2017-10-29,moveis escritorio,5
2017-11-05,moveis escritorio,5
2017-11-12,moveis escritorio,5
2017-11-19,moveis escritorio,5
2017-11-26,moveis escritorio,5
2017-12-03,moveis escritorio,5
2017-12-10,moveis escritorio,5
2017-12-17,moveis escritorio,4
2017-12-24,moveis escritorio,4
2017-12-31,moveis escritorio,5
2018-01-07,moveis escritorio,7
2018-01-14,moveis escritorio,6
2018-01-21,moveis escritorio,6
2018-01-28,moveis escritorio,7
2018-02-04,moveis escritorio,7
2018-02-11,moveis escritorio,5
2018-02-18,moveis escritorio,7
2018-02-25,moveis escritorio,7
2018-03-04,moveis escritorio,6
2018-03-11,moveis escritorio,6
2018-03-18,moveis escritorio,6
2018-03-25,moveis escritorio,6
2018-04-01,moveis escritorio,6
2018-04-08,moveis escritorio,6
2018-04-15,moveis escritorio,6
2018-04-22,moveis escritorio,5
2018-04-29,moveis escritorio,5
2018-05-06,moveis escritorio,6
2018-05-13,moveis escritorio,6
2018-05-20,moveis escritorio,6
2018-05-27,moveis escritorio,5
2018-06-03,moveis escritorio,5
2018-06-10,moveis escritorio,5
2018-06-17,moveis escritorio,5
2018-06-24,moveis escritorio,5
2018-07-01,moveis escritorio,5
2018-07-08,moveis escritorio,6
2018-07-15,moveis escritorio,6
2018-07-22,moveis escritorio,5
2018-07-29,moveis escritorio,6
2018-08-05,moveis escritorio,6
2018-08-12,moveis escritorio,6
2018-08-19,moveis escritorio,5
2018-08-26,moveis escritorio,5
2018-09-02,moveis escritorio,5
2018-09-09,moveis escritorio,5
2018-09-16,moveis escritorio,5
2018-09-23,moveis escritorio,5
2018-09-30,moveis escritorio,5
2018-10-07,moveis escritorio,4
2018-10-14,moveis escritorio,4
2018-10-21,moveis escritorio,5
2018-10-28,moveis escritorio,4
2018-11-04,moveis escritorio,5
2018-11-11,moveis escritorio,5
2018-11-18,moveis escritorio,5
2018-11-25,moveis escritorio,5
2018-12-02,moveis escritorio,5
2018-12-09,moveis escritorio,4
2018-12-16,moveis escritorio,4
2018-12-23,moveis escritorio,3
2018-12-30,moveis escritorio,4
2015-12-27,automotivo,97
2016-01-03,automotivo,89
2016-01-10,automotivo,84
2016-01-17,automotivo,93
2016-01-24,automotivo,90
2016-01-31,automotivo,94
2016-02-07,automotivo,88
2016-02-14,automotivo,82
2016-02-21,automotivo,82
2016-02-28,automotivo,84
2016-03-06,automotivo,84
2016-03-13,automotivo,81
2016-03-20,automotivo,82
2016-03-27,automotivo,84
2016-04-03,automotivo,86
2016-04-10,automotivo,88
2016-04-17,automotivo,83
2016-04-24,automotivo,78
2016-05-01,automotivo,80
2016-05-08,automotivo,83
2016-05-15,automotivo,88
2016-05-22,automotivo,80
2016-05-29,automotivo,82
2016-06-05,automotivo,79
2016-06-12,automotivo,78
2016-06-19,automotivo,78
2016-06-26,automotivo,83
2016-07-03,automotivo,78
2016-07-10,automotivo,84
2016-07-17,automotivo,80
2016-07-24,automotivo,83
2016-07-31,automotivo,78
2016-08-07,automotivo,72
2016-08-14,automotivo,73
2016-08-21,automotivo,77
2016-08-28,automotivo,79
2016-09-04,automotivo,82
2016-09-11,automotivo,80
2016-09-18,automotivo,77
2016-09-25,automotivo,78
2016-10-02,automotivo,73
2016-10-09,automotivo,78
2016-10-16,automotivo,91
2016-10-23,automotivo,100
2016-10-30,automotivo,84
2016-11-06,automotivo,79
2016-11-13,automotivo,83
2016-11-20,automotivo,93
2016-11-27,automotivo,83
2016-12-04,automotivo,82
2016-12-11,automotivo,85
2016-12-18,automotivo,92
2016-12-25,automotivo,92
2017-01-01,automotivo,83
2017-01-08,automotivo,86
2017-01-15,automotivo,82
2017-01-22,automotivo,82
2017-01-29,automotivo,83
2017-02-05,automotivo,81
2017-02-12,automotivo,81
2017-02-19,automotivo,83
2017-02-26,automotivo,81
2017-03-05,automotivo,79
2017-03-12,automotivo,77
2017-03-19,automotivo,77
2017-03-26,automotivo,76
2017-04-02,automotivo,76
2017-04-09,automotivo,68
2017-04-16,automotivo,73
2017-04-23,automotivo,74
2017-04-30,automotivo,71
2017-05-07,automotivo,76
2017-05-14,automotivo,79
2017-05-21,automotivo,76
2017-05-28,automotivo,76
2017-06-04,automotivo,78
2017-06-11,automotivo,78
2017-06-18,automotivo,79
2017-06-25,automotivo,77
2017-07-02,automotivo,69
2017-07-09,automotivo,81
2017-07-16,automotivo,72
2017-07-23,automotivo,77
2017-07-30,automotivo,84
2017-08-06,automotivo,79
2017-08-13,automotivo,78
2017-08-20,automotivo,78
2017-08-27,automotivo,77
2017-09-03,automotivo,72
2017-09-10,automotivo,74
2017-09-17,automotivo,77
2017-09-24,automotivo,76
2017-10-01,automotivo,75
2017-10-08,automotivo,78
2017-10-15,automotivo,75
2017-10-22,automotivo,78
2017-10-29,automotivo,73
2017-11-05,automotivo,80
2017-11-12,automotivo,81
2017-11-19,automotivo,89
2017-11-26,automotivo,85
2017-12-03,automotivo,80
2017-12-10,automotivo,84
2017-12-17,automotivo,92
2017-12-24,automotivo,86
2017-12-31,automotivo,85
2018-01-07,automotivo,82
2018-01-14,automotivo,87
2018-01-21,automotivo,82
2018-01-28,automotivo,78
2018-02-04,automotivo,84
2018-02-11,automotivo,76
2018-02-18,automotivo,78
2018-02-25,automotivo,76
2018-03-04,automotivo,71
2018-03-11,automotivo,77
2018-03-18,automotivo,79
2018-03-25,automotivo,78
2018-04-01,automotivo,76
2018-04-08,automotivo,75
2018-04-15,automotivo,73
2018-04-22,automotivo,74
2018-04-29,automotivo,71
2018-05-06,automotivo,75
2018-05-13,automotivo,71
2018-05-20,automotivo,57
2018-05-27,automotivo,55
2018-06-03,automotivo,66
2018-06-10,automotivo,66
2018-06-17,automotivo,63
2018-06-24,automotivo,67
2018-07-01,automotivo,71
2018-07-08,automotivo,73
2018-07-15,automotivo,83
2018-07-22,automotivo,73
2018-07-29,automotivo,74
2018-08-05,automotivo,79
2018-08-12,automotivo,70
2018-08-19,automotivo,74
2018-08-26,automotivo,73
2018-09-02,automotivo,71
2018-09-09,automotivo,67
2018-09-16,automotivo,71
2018-09-23,automotivo,72
2018-09-30,automotivo,67
2018-10-07,automotivo,56
2018-10-14,automotivo,75
2018-10-21,automotivo,68
2018-10-28,automotivo,65
2018-11-04,automotivo,76
2018-11-11,automotivo,77
2018-11-18,automotivo,83
2018-11-25,automotivo,79
2018-12-02,automotivo,82
2018-12-09,automotivo,85
2018-12-16,automotivo,97
2018-12-23,automotivo,87
2018-12-30,automotivo,77
2015-12-27,eletronicos,25
2016-01-03,eletronicos,27
2016-01-10,eletronicos,26
2016-01-17,eletronicos,25
2016-01-24,eletronicos,26
2016-01-31,eletronicos,26
2016-02-07,eletronicos,24
2016-02-14,eletronicos,27
2016-02-21,eletronicos,28
2016-02-28,eletronicos,27
2016-03-06,eletronicos,28
2016-03-13,eletronicos,28
2016-03-20,eletronicos,26
2016-03-27,eletronicos,28
2016-04-03,eletronicos,28
2016-04-10,eletronicos,26
2016-04-17,eletronicos,25
2016-04-24,eletronicos,28
2016-05-01,eletronicos,29
2016-05-08,eletronicos,30
2016-05-15,eletronicos,30
2016-05-22,eletronicos,29
2016-05-29,eletronicos,30
2016-06-05,eletronicos,29
2016-06-12,eletronicos,30
2016-06-19,eletronicos,26
2016-06-26,eletronicos,29
2016-07-03,eletronicos,30
2016-07-10,eletronicos,31
2016-07-17,eletronicos,30
2016-07-24,eletronicos,29
2016-07-31,eletronicos,31
2016-08-07,eletronicos,27
2016-08-14,eletronicos,27
2016-08-21,eletronicos,28
2016-08-28,eletronicos,27
2016-09-04,eletronicos,30
2016-09-11,eletronicos,30
2016-09-18,eletronicos,29
2016-09-25,eletronicos,28
2016-10-02,eletronicos,29
2016-10-09,eletronicos,32
2016-10-16,eletronicos,32
2016-10-23,eletronicos,34
2016-10-30,eletronicos,34
2016-11-06,eletronicos,35
2016-11-13,eletronicos,38
2016-11-20,eletronicos,36
2016-11-27,eletronicos,30
2016-12-04,eletronicos,32
2016-12-11,eletronicos,31
2016-12-18,eletronicos,33
2016-12-25,eletronicos,30
2017-01-01,eletronicos,29
2017-01-08,eletronicos,32
2017-01-15,eletronicos,30
2017-01-22,eletronicos,30
2017-01-29,eletronicos,28
2017-02-05,eletronicos,30
2017-02-12,eletronicos,30
2017-02-19,eletronicos,31
2017-02-26,eletronicos,31
2017-03-05,eletronicos,31
2017-03-12,eletronicos,33
2017-03-19,eletronicos,31
2017-03-26,eletronicos,32
2017-04-02,eletronicos,31
2017-04-09,eletronicos,30
2017-04-16,eletronicos,31
2017-04-23,eletronicos,31
2017-04-30,eletronicos,31
2017-05-07,eletronicos,32
2017-05-14,eletronicos,32
2017-05-21,eletronicos,31
2017-05-28,eletronicos,31
2017-06-04,eletronicos,32
2017-06-11,eletronicos,29
2017-06-18,eletronicos,32
2017-06-25,eletronicos,31
2017-07-02,eletronicos,30
2017-07-09,eletronicos,30
2017-07-16,eletronicos,30
2017-07-23,eletronicos,31
2017-07-30,eletronicos,32
2017-08-06,eletronicos,30
2017-08-13,eletronicos,32
2017-08-20,eletronicos,31
2017-08-27,eletronicos,31
2017-09-03,eletronicos,29
2017-09-10,eletronicos,29
2017-09-17,eletronicos,31
2017-09-24,eletronicos,31
2017-10-01,eletronicos,30
2017-10-08,eletronicos,30
2017-10-15,eletronicos,32
2017-10-22,eletronicos,31
2017-10-29,eletronicos,31
2017-11-05,eletronicos,32
2017-11-12,eletronicos,33
2017-11-19,eletronicos,36
2017-11-26,eletronicos,33
2017-12-03,eletronicos,31
2017-12-10,eletronicos,31
2017-12-17,eletronicos,29
2017-12-24,eletronicos,26
2017-12-31,eletronicos,28
2018-01-07,eletronicos,31
2018-01-14,eletronicos,30
2018-01-21,eletronicos,29
2018-01-28,eletronicos,28
2018-02-04,eletronicos,29
2018-02-11,eletronicos,27
2018-02-18,eletronicos,28
2018-02-25,eletronicos,30
2018-03-04,eletronicos,28
2018-03-11,eletronicos,28
2018-03-18,eletronicos,28
2018-03-25,eletronicos,27
2018-04-01,eletronicos,27
2018-04-08,eletronicos,27
2018-04-15,eletronicos,27
2018-04-22,eletronicos,27
2018-04-29,eletronicos,27
2018-05-06,eletronicos,28
2018-05-13,eletronicos,27
2018-05-20,eletronicos,26
2018-05-27,eletronicos,23
2018-06-03,eletronicos,27
2018-06-10,eletronicos,26
2018-06-17,eletronicos,26
2018-06-24,eletronicos,24
2018-07-01,eletronicos,23
2018-07-08,eletronicos,27
2018-07-15,eletronicos,26
2018-07-22,eletronicos,26
2018-07-29,eletronicos,25
2018-08-05,eletronicos,27
2018-08-12,eletronicos,26
2018-08-19,eletronicos,26
2018-08-26,eletronicos,25
2018-09-02,eletronicos,25
2018-09-09,eletronicos,25
2018-09-16,eletronicos,25
2018-09-23,eletronicos,24
2018-09-30,eletronicos,23
2018-10-07,eletronicos,22
2018-10-14,eletronicos,25
2018-10-21,eletronicos,25
2018-10-28,eletronicos,25
2018-11-04,eletronicos,27
2018-11-11,eletronicos,27
2018-11-18,eletronicos,31
2018-11-25,eletronicos,28
2018-12-02,eletronicos,28
2018-12-09,eletronicos,26
2018-12-16,eletronicos,26
2018-12-23,eletronicos,24
2018-12-30,eletronicos,24
2015-12-27,fashion calcados,0
2016-01-03,fashion calcados,0
2016-01-10,fashion calcados,0
2016-01-17,fashion calcados,0
2016-01-24,fashion calcados,0
2016-01-31,fashion calcados,0
2016-02-07,fashion calcados,0
2016-02-14,fashion calcados,0
2016-02-21,fashion calcados,0
2016-02-28,fashion calcados,0
2016-03-06,fashion calcados,0
2016-03-13,fashion calcados,0
2016-03-20,fashion calcados,0
2016-03-27,fashion calcados,0
2016-04-03,fashion calcados,0
2016-04-10,fashion calcados,0
2016-04-17,fashion calcados,0
2016-04-24,fashion calcados,0
2016-05-01,fashion calcados,0
2016-05-08,fashion calcados,0
2016-05-15,fashion calcados,0
2016-05-22,fashion calcados,0
2016-05-29,fashion calcados,0
